id,genero,roles_nucleo,cantidad_estudios,orientacion_software,anios_estudio,rol_ocupacional,grupo_ocupacional,anios_laborales,periodos_desempleo,tiempo_desempleo,cantidad_puestos_total,cantidad_empresas_total,movilidad,reporta_ingles,rango_habilidades,rango_herramientas,caracteres_descripcion
1,1,0,2,0,11.8,Administración,Decisión y apoyo,12.7,2,> 1 año,9,5,0.7,0,20 a 24,1 a 4,0
2,1,0,0,0,0,Administración,Decisión y apoyo,8,1,> 1 año,7,5,0.9,0,25 o más,0,0
3,1,0,5,0,0,Administración,Decisión y apoyo,4.7,0,0,1,1,0.2,0,0,0,0
4,1,0,2,0,7,Administración,Decisión y apoyo,8.7,1,> 1 año,7,5,0.8,0,20 a 24,5 a 9,419
5,0,0,3,0,2.8,Administración,Decisión y apoyo,7,1,> 1 año,6,4,0.9,1,5 a 9,1 a 4,0
6,1,0,0,0,0,Administración,Decisión y apoyo,21.7,4,> 1 año,7,7,0.3,1,20 a 24,1 a 4,0
7,0,0,1,0,0,Administración,Decisión y apoyo,0,0,0,2,1,,0,0,0,0
8,0,0,2,0,7.5,Administración,Decisión y apoyo,3.5,1,1 a 3,3,3,0.9,1,20 a 24,1 a 4,224
9,1,0,2,0,6.6,Administración,Decisión y apoyo,9.1,0,0,6,1,0.7,1,25 o más,1 a 4,0
10,1,0,1,0,2.9,Administración,Decisión y apoyo,13.6,1,4 a 6,5,3,0.4,1,5 a 9,1 a 4,403
11,0,0,2,0,5.8,Administración,Decisión y apoyo,2,1,> 1 año,4,3,2,0,0,0,0
12,0,0,4,0,10.7,Administración,Decisión y apoyo,7.8,0,0,3,2,0.4,1,10 a 14,1 a 4,0
13,0,0,0,0,0,Administración,Decisión y apoyo,10.5,3,> 1 año,10,7,1,1,25 o más,5 a 9,910
14,1,0,1,0,5.9,Administración,Decisión y apoyo,13.8,0,0,3,2,0.2,1,20 a 24,1 a 4,826
15,1,0,0,0,0,Administración,Decisión y apoyo,1,1,> 1 año,3,2,3,0,0,0,0
16,1,0,0,0,0,Administración,Decisión y apoyo,37.7,3,> 1 año,12,9,0.3,0,5 a 9,1 a 4,0
17,1,0,4,0,6.7,Administración,Decisión y apoyo,22.7,1,7 a 12,8,5,0.4,1,15 a 19,1 a 4,805
18,1,0,1,1,4.9,Administración,Decisión y apoyo,21,4,> 1 año,12,7,0.6,0,20 a 24,10 a 14,0
19,0,0,0,0,0,Administración,Decisión y apoyo,0,0,0,0,0,0,0,1 a 4,1 a 4,0
20,1,0,0,0,0,Administración,Decisión y apoyo,7.7,0,0,4,2,0.5,0,10 a 14,1 a 4,0
21,0,0,0,0,0,Administración,Decisión y apoyo,17.8,0,0,2,2,0.1,0,0,0,0
22,0,0,4,0,5.8,Administración,Decisión y apoyo,6.4,2,> 1 año,3,3,0.5,0,15 a 19,1 a 4,0
23,0,0,5,0,8.2,Administración,Decisión y apoyo,9.7,0,0,6,4,0.6,1,15 a 19,1 a 4,0
24,1,0,0,0,0,Administración,Decisión y apoyo,8.8,1,7 a 12,6,4,0.7,0,10 a 14,1 a 4,0
25,1,0,19,0,20.2,Administración,Decisión y apoyo,37.2,1,1 a 3,9,5,0.2,0,15 a 19,5 a 9,0
26,0,0,0,0,0,Administración,Decisión y apoyo,8.3,0,0,6,3,0.7,1,20 a 24,5 a 9,0
27,0,0,4,0,19.7,Administración,Decisión y apoyo,13,1,4 a 6,6,4,0.5,1,20 a 24,1 a 4,1153
28,0,0,1,0,0,Administración,Decisión y apoyo,6.1,1,7 a 12,5,4,0.8,1,5 a 9,1 a 4,0
29,1,0,1,0,5.9,Administración,Decisión y apoyo,8.1,0,0,2,1,0.2,0,20 a 24,1 a 4,877
30,1,0,1,0,0,Administración,Decisión y apoyo,10.3,1,> 1 año,6,5,0.6,1,5 a 9,1 a 4,0
31,1,0,1,0,5.7,Administración,Decisión y apoyo,5.8,0,0,3,3,0.5,1,10 a 14,1 a 4,0
32,1,0,1,1,4.3,Administración,Decisión y apoyo,27.3,0,0,2,1,0.1,1,5 a 9,1 a 4,0
33,0,0,0,0,0,Administración,Decisión y apoyo,16.4,3,> 1 año,6,5,0.4,1,15 a 19,1 a 4,401
34,1,0,0,0,0,Administración,Decisión y apoyo,8.1,0,0,5,1,0.6,1,5 a 9,1 a 4,0
35,0,0,3,0,9.8,Administración,Decisión y apoyo,20.3,0,0,7,4,0.3,1,20 a 24,0,0
36,1,0,0,0,0,Administración,Decisión y apoyo,8.7,0,0,4,3,0.5,0,20 a 24,10 a 14,744
37,0,0,3,0,18.8,Administración,Decisión y apoyo,8.6,1,7 a 12,7,5,0.8,1,10 a 14,1 a 4,0
38,0,0,1,0,12,Administración,Decisión y apoyo,15.7,1,7 a 12,9,8,0.6,0,25 o más,0,0
39,0,0,3,0,0,Administración,Decisión y apoyo,6.3,1,> 1 año,3,3,0.5,0,5 a 9,1 a 4,0
40,1,0,1,0,1.9,Administración,Decisión y apoyo,17.7,0,0,6,4,0.3,0,0,0,0
41,0,0,0,0,0,Administración,Decisión y apoyo,17.7,0,0,11,10,0.6,0,0,0,0
42,0,0,3,0,10.8,Administración,Decisión y apoyo,25.7,0,0,10,10,0.4,0,0,0,0
43,0,0,2,0,9.8,Administración,Decisión y apoyo,16.5,0,0,5,5,0.3,1,20 a 24,1 a 4,0
44,0,0,5,0,5.6,Administración,Decisión y apoyo,24.1,2,> 1 año,5,4,0.2,0,15 a 19,1 a 4,0
45,1,0,0,0,0,Administración,Decisión y apoyo,6.7,0,0,3,2,0.4,0,0,0,0
46,0,0,1,0,0,Administración,Decisión y apoyo,29.7,1,> 1 año,5,5,0.2,0,0,0,0
47,0,0,1,1,0,Administración,Decisión y apoyo,0,0,0,1,1,,0,1 a 4,0,0
48,0,0,4,0,11.7,Administración,Decisión y apoyo,2.8,1,1 a 3,4,2,1.4,0,5 a 9,0,0
49,0,0,2,0,0.9,Administración,Decisión y apoyo,6.7,0,0,3,3,0.4,0,5 a 9,1 a 4,0
50,0,0,1,0,4.9,Administración,Decisión y apoyo,12.7,1,7 a 12,3,3,0.2,1,20 a 24,5 a 9,0
51,0,0,1,0,0.4,Administración,Decisión y apoyo,9.7,0,0,6,3,0.6,0,5 a 9,1 a 4,0
52,0,0,5,0,0,Administración,Decisión y apoyo,0,0,0,1,1,,0,5 a 9,0,0
53,0,0,1,0,0,Administración,Decisión y apoyo,5.7,0,0,1,1,0.2,0,1 a 4,0,0
54,0,0,0,0,0,Administración,Decisión y apoyo,3,0,0,1,1,0.3,1,10 a 14,0,0
55,1,0,1,0,2.9,Administración,Decisión y apoyo,5.4,0,0,1,1,0.2,0,5 a 9,0,0
56,1,0,3,0,6.6,Administración,Decisión y apoyo,12.4,1,> 1 año,6,6,0.5,0,1 a 4,1 a 4,0
57,0,0,2,0,5.8,Administración,Decisión y apoyo,15.9,1,> 1 año,2,2,0.1,1,20 a 24,1 a 4,520
58,0,0,1,0,6.9,Administración,Decisión y apoyo,25.2,0,0,7,7,0.3,1,20 a 24,1 a 4,198
59,1,0,1,0,4.9,Administración,Decisión y apoyo,2.7,0,0,2,2,0.7,0,5 a 9,1 a 4,0
60,0,0,6,0,7.7,Administración,Decisión y apoyo,12.7,2,> 1 año,7,7,0.6,1,20 a 24,5 a 9,0
61,0,0,1,0,0,Administración,Decisión y apoyo,21,0,0,4,4,0.2,0,1 a 4,0,0
62,0,0,2,0,9.8,Administración,Decisión y apoyo,31.7,4,> 1 año,7,5,0.2,1,20 a 24,1 a 4,498
63,0,0,3,0,4,Administración,Decisión y apoyo,14.7,1,> 1 año,6,6,0.4,1,20 a 24,1 a 4,0
64,1,0,1,0,0,Administración,Decisión y apoyo,19.7,6,> 1 año,12,11,0.6,1,5 a 9,1 a 4,0
65,0,0,5,0,0.9,Administración,Decisión y apoyo,6.6,0,0,7,7,1.1,0,5 a 9,0,0
66,1,0,1,0,7.9,Administración,Decisión y apoyo,23.4,3,4 a 6,13,7,0.6,0,20 a 24,1 a 4,448
67,0,0,1,0,0,Administración,Decisión y apoyo,26.8,1,1 a 3,3,3,0.1,0,20 a 24,1 a 4,0
68,0,0,5,0,6.9,Administración,Decisión y apoyo,28.7,0,0,7,7,0.2,1,20 a 24,0,878
69,0,0,1,0,0,Administración,Decisión y apoyo,10.5,2,> 1 año,3,3,0.3,1,5 a 9,1 a 4,0
70,0,0,0,0,0,Administración,Decisión y apoyo,3.3,0,0,1,1,0.3,0,5 a 9,1 a 4,0
71,1,0,4,0,0,Administración,Decisión y apoyo,27.6,0,0,8,7,0.3,0,20 a 24,0,523
72,0,0,3,0,1.9,Administración,Decisión y apoyo,14.5,5,> 1 año,6,6,0.4,1,20 a 24,1 a 4,0
73,1,0,1,0,0,Administración,Decisión y apoyo,10.7,2,7 a 12,3,3,0.3,0,20 a 24,5 a 9,904
74,0,0,2,0,11.9,Administración,Decisión y apoyo,4.7,0,0,4,4,0.9,1,10 a 14,0,0
75,1,0,3,0,0,Administración,Decisión y apoyo,4.7,0,0,2,2,0.4,0,1 a 4,0,0
76,1,0,1,0,0,Administración,Decisión y apoyo,4,1,> 1 año,6,2,1.5,1,20 a 24,1 a 4,0
77,1,0,2,0,8.8,Administración,Decisión y apoyo,29.7,1,> 1 año,10,10,0.3,1,20 a 24,1 a 4,206
78,0,0,1,0,0.2,Administración,Decisión y apoyo,8.1,0,0,2,2,0.2,0,20 a 24,5 a 9,529
79,0,0,1,0,14.9,Administración,Decisión y apoyo,17.7,0,0,5,5,0.3,0,20 a 24,1 a 4,0
80,0,0,1,0,3.9,Administración,Decisión y apoyo,9.9,0,0,6,6,0.6,0,20 a 24,1 a 4,0
81,1,0,1,0,0,Administración,Decisión y apoyo,0,0,0,1,1,,0,1 a 4,0,0
82,0,0,6,0,9.8,Administración,Decisión y apoyo,17.2,0,0,6,4,0.3,0,20 a 24,1 a 4,266
83,0,0,6,0,21.5,Administración,Decisión y apoyo,13.8,0,0,5,5,0.4,0,10 a 14,1 a 4,0
84,0,0,9,0,15.2,Administración,Decisión y apoyo,31.4,2,> 1 año,14,7,0.4,0,10 a 14,1 a 4,1169
85,0,0,2,0,6.8,Administración,Decisión y apoyo,13.8,0,0,3,3,0.2,0,1 a 4,1 a 4,0
86,1,0,0,0,0,Administración,Decisión y apoyo,25,2,> 1 año,12,9,0.5,0,0,0,0
87,0,0,0,0,0,Administración,Decisión y apoyo,9.5,1,> 1 año,6,2,0.6,0,15 a 19,1 a 4,465
88,0,0,5,0,0,Administración,Decisión y apoyo,0,0,0,0,0,0,0,5 a 9,0,0
89,0,0,3,0,9.8,Administración,Decisión y apoyo,23.8,0,0,6,2,0.3,1,20 a 24,0,1763
90,0,0,2,0,4.9,Administración,Decisión y apoyo,3.7,0,0,2,1,0.5,0,1 a 4,1 a 4,0
91,1,0,1,0,0,Administración,Decisión y apoyo,18.2,1,1 a 3,5,2,0.3,0,5 a 9,1 a 4,0
92,0,0,7,0,8.9,Administración,Decisión y apoyo,13.7,0,0,6,6,0.4,0,20 a 24,1 a 4,486
93,0,0,1,0,7.9,Administración,Decisión y apoyo,2.7,0,0,1,1,0.4,0,5 a 9,1 a 4,0
94,0,0,2,0,13.8,Administración,Decisión y apoyo,6.8,0,0,3,2,0.4,0,20 a 24,1 a 4,666
95,1,0,1,0,2.9,Administración,Decisión y apoyo,2.3,0,0,2,2,0.9,0,10 a 14,1 a 4,235
96,0,0,2,0,8.8,Administración,Decisión y apoyo,7.7,1,> 1 año,4,4,0.5,0,1 a 4,1 a 4,0
97,0,0,1,0,5.9,Administración,Decisión y apoyo,4.7,0,0,2,2,0.4,0,20 a 24,1 a 4,280
98,0,0,0,0,0,Administración,Decisión y apoyo,11,1,1 a 3,8,5,0.7,1,10 a 14,1 a 4,0
99,1,0,0,0,0,Administración,Decisión y apoyo,9.9,0,0,7,3,0.7,1,20 a 24,5 a 9,0
100,0,0,1,0,4.9,Administración,Decisión y apoyo,8.7,0,0,8,6,0.9,1,15 a 19,1 a 4,901
101,0,0,2,0,7.7,Administración,Decisión y apoyo,14.3,0,0,6,5,0.4,0,5 a 9,0,0
102,0,0,1,0,6.9,Administración,Decisión y apoyo,7.4,1,> 1 año,3,2,0.4,1,10 a 14,5 a 9,0
103,1,0,1,0,0.4,Administración,Decisión y apoyo,4.8,1,> 1 año,4,4,0.8,1,15 a 19,5 a 9,185
104,0,0,3,0,11.8,Administración,Decisión y apoyo,11.3,1,1 a 3,7,4,0.6,0,20 a 24,5 a 9,0
105,0,0,1,0,0,Administración,Decisión y apoyo,1.7,0,0,5,4,2.9,0,1 a 4,0,0
106,0,0,3,0,4.6,Administración,Decisión y apoyo,12.3,4,> 1 año,7,6,0.6,0,10 a 14,5 a 9,0
107,1,0,2,0,5.8,Administración,Decisión y apoyo,15.3,2,> 1 año,8,7,0.5,1,20 a 24,5 a 9,830
108,0,0,0,0,0,Administración,Decisión y apoyo,5.7,0,0,6,6,1.1,1,5 a 9,1 a 4,273
109,1,0,2,0,9.8,Administración,Decisión y apoyo,16.1,0,0,7,6,0.4,1,15 a 19,1 a 4,0
110,1,0,1,0,4.9,Administración,Decisión y apoyo,2,2,> 1 año,5,4,2.5,1,5 a 9,0,816
111,1,0,3,0,20.7,Administración,Decisión y apoyo,25.7,1,7 a 12,9,3,0.4,0,0,0,0
112,0,0,3,0,10.8,Administración,Decisión y apoyo,7.7,0,0,2,2,0.3,0,5 a 9,1 a 4,255
113,0,0,2,0,5.8,Administración,Decisión y apoyo,14.7,2,> 1 año,12,10,0.8,0,0,0,448
114,1,0,4,0,15.7,Administración,Decisión y apoyo,9.7,1,7 a 12,8,5,0.8,1,15 a 19,5 a 9,0
115,0,0,5,0,1.8,Administración,Decisión y apoyo,2,1,> 1 año,3,2,1.5,0,10 a 14,1 a 4,0
116,0,0,0,0,0,Administración,Decisión y apoyo,19.7,2,> 1 año,3,3,0.2,0,0,0,0
117,1,0,0,0,0,Administración,Decisión y apoyo,12.7,0,0,2,2,0.2,0,5 a 9,1 a 4,227
118,1,0,1,0,0,Administración,Decisión y apoyo,19.7,0,0,4,4,0.2,0,15 a 19,1 a 4,196
119,1,0,4,0,12.2,Administración,Decisión y apoyo,10.7,2,> 1 año,4,2,0.4,1,10 a 14,1 a 4,0
120,0,0,2,0,9,Administración,Decisión y apoyo,9.7,1,> 1 año,10,10,1,0,20 a 24,1 a 4,0
121,1,0,1,0,4.9,Administración,Decisión y apoyo,19.6,0,0,9,3,0.5,1,10 a 14,1 a 4,0
122,0,0,1,0,5.7,Administración,Decisión y apoyo,5.6,1,7 a 12,2,2,0.4,1,15 a 19,1 a 4,0
123,0,0,2,0,11.8,Administración,Decisión y apoyo,9.9,4,> 1 año,4,4,0.4,1,20 a 24,1 a 4,427
124,0,0,0,0,0,Administración,Decisión y apoyo,12.1,0,0,2,2,0.2,1,20 a 24,1 a 4,0
125,1,0,1,0,4.9,Administración,Decisión y apoyo,6.7,2,> 1 año,5,4,0.7,0,5 a 9,1 a 4,1199
126,0,0,1,0,7,Administración,Decisión y apoyo,5.4,0,0,2,2,0.4,0,1 a 4,1 a 4,893
127,1,0,1,0,6.9,Administración,Decisión y apoyo,7,0,0,4,3,0.6,0,5 a 9,1 a 4,0
128,0,0,1,0,0.9,Administración,Decisión y apoyo,20.7,1,7 a 12,5,5,0.2,0,0,0,0
129,0,0,5,0,12,Administración,Decisión y apoyo,7.9,0,0,4,4,0.5,1,20 a 24,1 a 4,0
130,1,0,0,0,0,Administración,Decisión y apoyo,12.7,2,> 1 año,5,5,0.4,0,0,0,0
131,0,0,2,0,6.9,Administración,Decisión y apoyo,5.2,5,> 1 año,6,6,1.2,0,0,0,0
132,1,0,5,0,0,Administración,Decisión y apoyo,9.5,0,0,4,4,0.4,0,15 a 19,5 a 9,0
133,0,0,1,0,3.9,Administración,Decisión y apoyo,14.7,0,0,5,4,0.3,1,10 a 14,1 a 4,0
134,0,0,1,0,4.9,Administración,Decisión y apoyo,6.7,2,1 a 3,6,3,0.9,0,10 a 14,1 a 4,0
135,1,0,1,0,4.9,Administración,Decisión y apoyo,8.5,0,0,3,3,0.4,0,20 a 24,1 a 4,0
136,0,0,0,0,0,Administración,Decisión y apoyo,19,1,1 a 3,3,3,0.2,0,15 a 19,1 a 4,240
137,0,0,2,1,5.9,Administración,Decisión y apoyo,9.7,0,0,4,3,0.4,0,0,0,0
138,0,0,1,0,0,Administración,Decisión y apoyo,31.8,1,4 a 6,7,7,0.2,1,20 a 24,1 a 4,525
139,0,0,2,0,13.9,Administración,Decisión y apoyo,19.7,1,7 a 12,8,7,0.4,0,0,0,0
140,0,0,3,1,3,Administración,Decisión y apoyo,1.7,0,0,2,2,1.2,0,0,0,0
141,1,0,1,0,0,Administración,Decisión y apoyo,12.3,3,> 1 año,4,4,0.3,0,1 a 4,1 a 4,0
142,0,0,1,0,3.9,Administración,Decisión y apoyo,6.3,2,> 1 año,4,4,0.6,0,10 a 14,1 a 4,0
143,0,0,1,0,0.2,Administración,Decisión y apoyo,5.3,1,> 1 año,3,3,0.6,1,15 a 19,1 a 4,0
144,0,0,1,0,7.9,Administración,Decisión y apoyo,13.7,2,1 a 3,8,6,0.6,0,5 a 9,1 a 4,0
145,1,0,2,0,0,Administración,Decisión y apoyo,27.1,0,0,4,4,0.1,1,20 a 24,0,0
146,0,0,2,0,9.9,Administración,Decisión y apoyo,15.6,1,4 a 6,9,7,0.6,0,20 a 24,1 a 4,450
147,1,0,2,0,5.2,Administración,Decisión y apoyo,5.4,0,0,7,5,1.3,1,20 a 24,1 a 4,725
148,0,0,2,0,2.9,Administración,Decisión y apoyo,8.7,0,0,5,5,0.6,0,20 a 24,1 a 4,488
149,0,0,1,0,0,Administración,Decisión y apoyo,9.8,2,7 a 12,8,8,0.8,0,15 a 19,0,0
150,1,0,2,0,9.8,Administración,Decisión y apoyo,10,1,7 a 12,4,4,0.4,1,15 a 19,5 a 9,0
151,0,0,2,0,13.7,Administración,Decisión y apoyo,3.7,0,0,5,5,1.4,0,15 a 19,5 a 9,772
152,1,0,6,0,10.5,Administración,Decisión y apoyo,10.7,1,1 a 3,7,7,0.7,0,5 a 9,0,640
153,0,0,0,0,0,Administración,Decisión y apoyo,2.6,0,0,1,1,0.4,0,1 a 4,0,0
154,1,0,1,0,2.9,Administración,Decisión y apoyo,3.8,0,0,2,1,0.5,0,5 a 9,0,0
155,1,0,1,0,7.9,Administración,Decisión y apoyo,13.3,1,1 a 3,10,4,0.8,1,20 a 24,1 a 4,0
156,0,0,1,0,7.9,Administración,Decisión y apoyo,9.3,0,0,5,5,0.5,0,15 a 19,1 a 4,0
157,1,0,0,0,0,Administración,Decisión y apoyo,5.1,0,0,5,4,1,1,5 a 9,1 a 4,0
158,0,0,4,0,4.7,Administración,Decisión y apoyo,10.1,4,> 1 año,10,8,1,0,20 a 24,1 a 4,371
159,0,0,3,0,0,Administración,Decisión y apoyo,18.7,0,0,3,3,0.2,0,0,0,0
160,1,0,2,0,7.9,Administración,Decisión y apoyo,13.3,1,1 a 3,9,6,0.7,1,20 a 24,5 a 9,0
161,0,0,1,0,5.9,Administración,Decisión y apoyo,13.7,0,0,2,2,0.1,0,0,0,0
162,0,0,2,0,0,Administración,Decisión y apoyo,8.7,0,0,5,5,0.6,0,0,0,0
163,0,0,0,0,0,Administración,Decisión y apoyo,7.7,0,0,6,6,0.8,0,25 o más,0,0
164,1,0,3,0,17.7,Administración,Decisión y apoyo,7.2,1,> 1 año,7,2,1,1,10 a 14,0,0
165,1,0,2,0,7.8,Administración,Decisión y apoyo,24.7,1,> 1 año,11,3,0.4,1,20 a 24,0,1820
166,0,0,1,0,0,Administración,Decisión y apoyo,24.3,2,7 a 12,6,5,0.2,1,10 a 14,1 a 4,0
167,0,0,2,0,8.8,Administración,Decisión y apoyo,17.7,1,> 1 año,5,5,0.3,0,0,0,0
168,1,0,1,0,0,Administración,Decisión y apoyo,12.7,1,7 a 12,4,4,0.3,0,5 a 9,0,0
169,0,0,1,0,12.9,Administración,Decisión y apoyo,18.7,1,1 a 3,10,10,0.5,1,20 a 24,5 a 9,613
170,0,0,1,0,6.9,Administración,Decisión y apoyo,20.7,0,0,2,2,0.1,0,0,0,0
171,0,0,2,0,12.3,Administración,Decisión y apoyo,12.9,5,> 1 año,7,7,0.5,0,5 a 9,0,409
172,0,0,0,0,0,Administración,Decisión y apoyo,19.7,0,0,1,1,0.1,0,0,0,0
173,0,0,0,0,0,Administración,Decisión y apoyo,8.7,1,1 a 3,7,4,0.8,1,5 a 9,1 a 4,0
174,0,0,1,1,4,Administración,Decisión y apoyo,14.7,0,0,1,1,0.1,0,15 a 19,1 a 4,228
175,1,0,2,0,2.2,Administración,Decisión y apoyo,14.7,0,0,9,8,0.6,1,20 a 24,5 a 9,0
176,1,0,3,0,8.8,Administración,Decisión y apoyo,14.7,2,> 1 año,6,6,0.4,0,10 a 14,1 a 4,0
177,0,0,0,0,0,Administración,Decisión y apoyo,12.7,0,0,5,5,0.4,1,20 a 24,5 a 9,351
178,0,0,4,0,16.7,Administración,Decisión y apoyo,19.7,0,0,8,8,0.4,1,20 a 24,0,952
179,0,0,2,0,6.9,Administración,Decisión y apoyo,0,0,0,2,1,,0,0,0,503
180,1,0,1,0,5.9,Administración,Decisión y apoyo,11.2,0,0,5,3,0.4,0,5 a 9,1 a 4,442
181,1,0,3,0,2.9,Administración,Decisión y apoyo,19.7,0,0,4,4,0.2,0,0,0,0
182,0,0,3,0,7.2,Administración,Decisión y apoyo,3.5,0,0,2,2,0.6,1,5 a 9,1 a 4,0
183,0,0,6,0,6,Administración,Decisión y apoyo,9.3,0,0,5,4,0.5,1,10 a 14,1 a 4,0
184,0,0,2,0,4.9,Administración,Decisión y apoyo,8.7,0,0,4,4,0.5,1,20 a 24,1 a 4,1336
185,1,0,1,0,2.9,Administración,Decisión y apoyo,16.3,0,0,3,2,0.2,1,20 a 24,1 a 4,2293
186,1,0,1,0,0,Administración,Decisión y apoyo,5.5,0,0,5,5,0.9,1,20 a 24,5 a 9,0
187,0,0,1,0,6.9,Administración,Decisión y apoyo,5.2,0,0,5,5,1,0,20 a 24,0,0
188,1,0,1,0,13.9,Administración,Decisión y apoyo,18.6,0,0,9,5,0.5,1,5 a 9,1 a 4,0
189,0,0,1,0,12.9,Administración,Decisión y apoyo,3.7,0,0,4,3,1.1,0,0,0,0
190,1,0,0,0,0,Administración,Decisión y apoyo,5.9,0,0,2,2,0.3,0,5 a 9,1 a 4,1851
191,0,0,3,0,6.6,Administración,Decisión y apoyo,27.5,1,1 a 3,3,3,0.1,0,5 a 9,1 a 4,0
192,1,0,0,0,0,Administración,Decisión y apoyo,18.3,0,0,4,1,0.2,1,5 a 9,1 a 4,0
193,0,0,3,1,10.7,Administración,Decisión y apoyo,14.5,0,0,7,3,0.5,0,10 a 14,1 a 4,0
194,1,0,0,0,0,Administración,Decisión y apoyo,10.7,0,0,1,1,0.1,0,0,0,0
195,0,0,3,0,12.7,Administración,Decisión y apoyo,10.8,0,0,3,2,0.3,1,5 a 9,0,0
196,0,0,0,0,0,Administración,Decisión y apoyo,12.5,0,0,1,1,0.1,0,1 a 4,0,0
197,0,0,5,0,2,Administración,Decisión y apoyo,20.7,0,0,5,5,0.2,1,5 a 9,0,0
198,0,0,0,0,0,Administración,Decisión y apoyo,14.7,0,0,1,1,0.1,0,0,0,0
199,1,0,5,0,0,Administración,Decisión y apoyo,12.7,0,0,1,1,0.1,0,5 a 9,0,0
200,0,0,4,0,0,Administración,Decisión y apoyo,9.7,0,0,3,2,0.3,0,20 a 24,5 a 9,215
201,0,0,0,0,0,Administración,Decisión y apoyo,0,0,0,2,1,,1,5 a 9,1 a 4,0
202,1,0,2,1,15.8,Administración,Decisión y apoyo,20.1,1,> 1 año,4,2,0.2,0,25 o más,15 a 19,0
203,0,0,0,0,0,Administración,Decisión y apoyo,2.7,0,0,3,2,1.1,0,5 a 9,1 a 4,361
204,0,0,1,0,3.9,Administración,Decisión y apoyo,14.1,5,> 1 año,11,10,0.8,0,25 o más,5 a 9,339
205,0,0,4,1,11.1,Administración,Decisión y apoyo,8.9,2,> 1 año,5,5,0.6,1,20 a 24,1 a 4,0
206,0,0,2,0,7,Administración,Decisión y apoyo,13.7,1,> 1 año,7,7,0.5,1,20 a 24,1 a 4,1230
207,1,0,1,0,2.8,Administración,Decisión y apoyo,6.6,0,0,4,4,0.6,1,25 o más,5 a 9,620
208,0,0,2,0,13.8,Administración,Decisión y apoyo,11.3,0,0,4,4,0.4,0,20 a 24,1 a 4,0
209,0,0,3,0,16.1,Administración,Decisión y apoyo,9.8,0,0,6,6,0.6,0,20 a 24,0,425
210,0,0,1,0,4.9,Administración,Decisión y apoyo,7.7,0,0,4,2,0.5,1,5 a 9,1 a 4,0
211,1,0,0,0,0,Administración,Decisión y apoyo,6.5,1,4 a 6,5,5,0.8,0,10 a 14,1 a 4,0
212,1,0,3,0,9.8,Administración,Decisión y apoyo,21.7,2,1 a 3,7,7,0.3,0,25 o más,1 a 4,1014
213,0,0,2,0,2.8,Administración,Decisión y apoyo,9.4,0,0,2,2,0.2,0,5 a 9,1 a 4,0
214,0,0,4,0,18.7,Administración,Decisión y apoyo,2.3,0,0,1,1,0.4,0,1 a 4,0,0
215,0,0,3,0,0.9,Administración,Decisión y apoyo,19.7,1,> 1 año,5,4,0.3,0,20 a 24,1 a 4,0
216,0,0,1,0,2.3,Administración,Decisión y apoyo,3.2,1,1 a 3,3,3,0.9,0,20 a 24,1 a 4,0
217,1,0,1,0,16.9,Administración,Decisión y apoyo,10.4,1,> 1 año,4,3,0.4,1,10 a 14,1 a 4,0
218,1,0,2,1,8.8,Administración,Decisión y apoyo,23.8,0,0,5,4,0.2,0,20 a 24,0,949
219,0,0,3,0,9.7,Administración,Decisión y apoyo,10.2,1,1 a 3,5,5,0.5,0,0,0,442
220,1,0,2,0,10.8,Administración,Decisión y apoyo,10.6,0,0,5,3,0.5,1,20 a 24,5 a 9,0
221,1,0,3,1,6.2,Administración,Decisión y apoyo,25.8,4,> 1 año,8,8,0.3,0,5 a 9,1 a 4,0
222,0,0,1,0,0.9,Administración,Decisión y apoyo,7.7,0,0,4,2,0.5,0,10 a 14,1 a 4,996
223,0,0,2,0,14.8,Administración,Decisión y apoyo,13.5,0,0,20,20,1.5,0,0,0,0
224,0,0,4,0,6.7,Administración,Decisión y apoyo,10.2,2,> 1 año,9,8,0.9,0,10 a 14,1 a 4,0
225,1,0,3,1,22.8,Administración,Decisión y apoyo,36.3,1,> 1 año,12,7,0.3,1,20 a 24,1 a 4,1235
226,1,0,1,0,3.9,Administración,Decisión y apoyo,6.7,1,> 1 año,4,3,0.6,0,15 a 19,1 a 4,188
227,1,0,2,1,10.8,Administración,Decisión y apoyo,8,1,> 1 año,6,2,0.8,0,15 a 19,1 a 4,340
228,1,0,1,0,4.9,Administración,Decisión y apoyo,9.7,0,0,7,3,0.7,1,20 a 24,1 a 4,0
229,0,0,1,0,3.9,Administración,Decisión y apoyo,20,4,> 1 año,11,11,0.6,1,10 a 14,1 a 4,633
230,0,0,1,0,4.9,Administración,Decisión y apoyo,4.6,0,0,5,4,1.1,1,20 a 24,5 a 9,326
231,0,0,7,0,11.5,Administración,Decisión y apoyo,14.3,1,7 a 12,17,10,1.2,1,5 a 9,1 a 4,825
232,1,0,2,0,8.9,Administración,Decisión y apoyo,15.7,0,0,7,6,0.4,1,20 a 24,1 a 4,1025
233,1,0,1,0,3.9,Administración,Decisión y apoyo,7.7,1,7 a 12,4,3,0.5,0,5 a 9,0,264
234,0,0,1,0,0,Administración,Decisión y apoyo,16.7,0,0,1,1,0.1,0,0,0,1134
235,1,0,2,1,0,Administración,Decisión y apoyo,6.4,0,0,2,1,0.3,0,1 a 4,1 a 4,328
